Year,FIPS,0-19,20+,Suppressed,Unknown,Total
2015,27163,33.0,102.0,0.0,0.0,135.0
2015,27169,0.0,27.0,5.0,0.0,32.0
2015,27171,9.0,25.0,3.0,0.0,37.0
2015,33001,0.0,18.0,2.0,0.0,20.0
2015,33003,0.0,10.0,2.0,0.0,12.0
2015,33005,9.0,13.0,8.0,0.0,30.0
2015,33009,5.0,18.0,4.0,0.0,27.0
2015,33011,43.0,80.0,0.0,0.0,123.0
2015,33013,25.0,58.0,0.0,0.0,83.0
2015,33015,39.0,102.0,1.0,0.0,142.0
2015,33017,8.0,54.0,3.0,0.0,65.0
2015,33019,0.0,10.0,2.0,0.0,12.0
2015,34001,16.0,90.0,3.0,5.0,114.0
2015,34003,70.0,160.0,0.0,45.0,275.0
2015,34005,64.0,149.0,0.0,45.0,258.0
2015,34007,23.0,79.0,0.0,36.0,138.0
2015,34009,0.0,22.0,5.0,0.0,27.0
2015,34011,14.0,57.0,0.0,15.0,86.0
2015,34013,31.0,101.0,0.0,33.0,165.0
2015,34015,15.0,60.0,0.0,53.0,128.0
2015,34017,0.0,43.0,11.0,0.0,54.0
2015,34019,92.0,308.0,0.0,56.0,456.0
2015,34021,64.0,162.0,0.0,23.0,249.0
2015,34023,60.0,179.0,0.0,49.0,288.0
2015,34025,117.0,357.0,0.0,56.0,530.0
2015,34027,127.0,359.0,0.0,86.0,572.0
2015,34029,60.0,197.0,0.0,33.0,290.0
2015,34031,42.0,167.0,0.0,35.0,244.0
2015,34033,5.0,18.0,5.0,9.0,37.0
2015,34035,53.0,163.0,0.0,42.0,258.0
2015,34037,37.0,180.0,0.0,92.0,309.0
2015,34039,17.0,62.0,3.0,25.0,107.0
2015,34041,47.0,179.0,0.0,43.0,269.0
2015,36001,43.0,85.0,1.0,0.0,129.0
2015,36005,5.0,41.0,0.0,0.0,46.0
2015,36007,12.0,35.0,0.0,0.0,47.0
2015,36009,0.0,5.0,7.0,0.0,12.0
2015,36011,5.0,0.0,6.0,0.0,11.0
2015,36015,17.0,41.0,4.0,0.0,62.0
2015,36017,23.0,40.0,0.0,0.0,63.0
2015,36019,0.0,20.0,2.0,0.0,22.0
2015,36021,59.0,179.0,0.0,0.0,238.0
2015,36023,0.0,8.0,3.0,0.0,11.0
2015,36025,7.0,38.0,3.0,0.0,48.0
2015,36027,49.0,118.0,4.0,0.0,171.0
2015,36029,5.0,14.0,4.0,0.0,23.0
2015,36031,6.0,35.0,4.0,0.0,45.0
2015,36033,6.0,0.0,6.0,0.0,12.0
2015,36035,0.0,20.0,4.0,0.0,24.0
2015,36037,0.0,8.0,2.0,0.0,10.0
2015,36039,39.0,117.0,0.0,0.0,156.0
2015,36043,6.0,27.0,2.0,0.0,35.0
2015,36045,0.0,11.0,7.0,0.0,18.0
2015,36047,142.0,188.0,1.0,0.0,331.0
2015,36049,0.0,7.0,2.0,0.0,9.0
2015,36053,5.0,9.0,3.0,0.0,17.0
2015,36055,0.0,40.0,5.0,0.0,45.0
2015,36057,5.0,16.0,1.0,0.0,22.0
2015,36059,20.0,24.0,0.0,0.0,44.0
2015,36061,54.0,272.0,0.0,0.0,326.0
2015,36065,13.0,19.0,0.0,0.0,32.0
2015,36067,17.0,26.0,0.0,0.0,43.0
2015,36069,0.0,21.0,5.0,0.0,26.0
2015,36071,83.0,118.0,5.0,0.0,206.0
2015,36075,13.0,38.0,0.0,0.0,51.0
2015,36077,8.0,28.0,3.0,0.0,39.0
2015,36079,54.0,68.0,0.0,0.0,122.0
2015,36081,15.0,99.0,0.0,0.0,114.0
2015,36083,45.0,182.0,2.0,0.0,229.0
2015,36085,36.0,85.0,0.0,0.0,121.0
2015,36087,49.0,74.0,3.0,0.0,126.0
2015,36089,20.0,33.0,0.0,0.0,53.0
2015,36091,24.0,99.0,1.0,0.0,124.0
2015,36093,6.0,28.0,4.0,0.0,38.0
2015,36095,0.0,26.0,7.0,0.0,33.0
2015,36097,0.0,22.0,4.0,0.0,26.0
2015,36101,6.0,26.0,4.0,0.0,36.0
2015,36103,46.0,210.0,0.0,0.0,256.0
2015,36105,0.0,22.0,4.0,0.0,26.0
2015,36107,13.0,67.0,2.0,0.0,82.0
2015,36109,10.0,27.0,0.0,0.0,37.0
2015,36111,59.0,141.0,1.0,0.0,201.0
2015,36113,12.0,20.0,0.0,0.0,32.0
2015,36115,7.0,57.0,4.0,0.0,68.0
2015,36117,0.0,10.0,3.0,0.0,13.0
2015,36119,45.0,102.0,3.0,0.0,150.0
2015,36123,5.0,18.0,0.0,0.0,23.0
2015,37021,0.0,13.0,1.0,0.0,14.0
2015,37049,0.0,6.0,1.0,0.0,7.0
2015,37051,0.0,0.0,5.0,0.0,5.0
2015,37081,0.0,13.0,1.0,0.0,14.0
2015,37085,0.0,0.0,5.0,0.0,5.0
2015,37109,0.0,8.0,1.0,0.0,9.0
2015,37119,0.0,6.0,9.0,0.0,15.0
2015,37135,0.0,6.0,3.0,0.0,9.0
2015,37151,0.0,8.0,3.0,0.0,11.0
2015,37157,0.0,0.0,6.0,0.0,6.0
2015,37169,0.0,8.0,2.0,0.0,10.0
2015,37171,0.0,0.0,5.0,0.0,5.0
2015,37183,0.0,20.0,2.0,0.0,22.0
2015,38017,0.0,5.0,9.0,0.0,14.0
2015,38035,0.0,0.0,6.0,0.0,6.0
2015,39029,0.0,0.0,5.0,0.0,5.0
2015,39031,0.0,0.0,5.0,0.0,5.0
2015,39035,0.0,13.0,0.0,0.0,13.0
2015,39041,0.0,0.0,6.0,0.0,6.0
2015,39049,0.0,16.0,3.0,0.0,19.0
2015,39081,0.0,5.0,8.0,0.0,13.0
2015,39085,0.0,0.0,6.0,0.0,6.0
2015,39099,0.0,0.0,5.0,0.0,5.0
2015,39113,0.0,0.0,8.0,0.0,8.0
2015,39165,0.0,0.0,5.0,0.0,5.0
2015,41051,0.0,6.0,0.0,0.0,6.0
2015,42001,26.0,94.0,0.0,0.0,120.0
2015,42003,42.0,133.0,0.0,0.0,175.0
2015,42005,68.0,143.0,0.0,0.0,211.0
2015,42007,29.0,77.0,0.0,0.0,106.0
2015,42009,20.0,62.0,0.0,0.0,82.0
2015,42011,105.0,478.0,0.0,0.0,583.0
2015,42013,26.0,50.0,1.0,0.0,77.0
2015,42015,51.0,128.0,1.0,0.0,180.0
2015,42017,108.0,346.0,0.0,0.0,454.0
2015,42019,105.0,331.0,0.0,0.0,436.0
2015,42021,29.0,110.0,0.0,0.0,139.0
2015,42023,0.0,18.0,3.0,0.0,21.0
2015,42025,7.0,37.0,3.0,0.0,47.0
2015,42027,65.0,145.0,0.0,0.0,210.0
2015,42029,125.0,131.0,1.0,0.0,257.0
2015,42031,34.0,79.0,0.0,0.0,113.0
2015,42033,70.0,206.0,0.0,0.0,276.0
2015,42035,13.0,44.0,0.0,0.0,57.0
2015,42037,11.0,53.0,0.0,0.0,64.0
2015,42039,6.0,12.0,3.0,0.0,21.0
2015,42041,50.0,177.0,0.0,0.0,227.0
2015,42043,35.0,205.0,0.0,0.0,240.0
2015,42045,126.0,293.0,0.0,0.0,419.0
2015,42047,13.0,46.0,4.0,0.0,63.0
2015,42049,14.0,53.0,4.0,0.0,71.0
2015,42051,0.0,16.0,5.0,0.0,21.0
2015,42053,0.0,9.0,1.0,0.0,10.0
2015,42055,25.0,55.0,0.0,0.0,80.0
2015,42057,0.0,30.0,7.0,0.0,37.0
2015,42061,26.0,69.0,0.0,0.0,95.0
2015,42063,53.0,135.0,0.0,0.0,188.0
2015,42065,32.0,103.0,0.0,0.0,135.0
2015,42067,5.0,23.0,3.0,0.0,31.0
2015,42069,23.0,64.0,0.0,0.0,87.0
2015,42071,137.0,377.0,0.0,0.0,514.0
2015,42073,7.0,19.0,3.0,0.0,29.0
2015,42075,18.0,71.0,0.0,0.0,89.0
2015,42077,32.0,137.0,0.0,0.0,169.0
2015,42079,38.0,80.0,0.0,0.0,118.0
2015,42081,22.0,86.0,0.0,0.0,108.0
2015,42083,23.0,43.0,0.0,0.0,66.0
2015,42085,7.0,14.0,1.0,0.0,22.0
2015,42087,22.0,37.0,0.0,0.0,59.0
2015,42089,26.0,105.0,0.0,0.0,131.0
2015,42091,106.0,303.0,0.0,0.0,409.0
2015,42093,0.0,15.0,1.0,0.0,16.0
2015,42095,37.0,128.0,0.0,0.0,165.0
2015,42097,19.0,28.0,0.0,0.0,47.0
2015,42099,26.0,62.0,0.0,0.0,88.0
2015,42101,55.0,132.0,0.0,0.0,187.0
2015,42103,15.0,70.0,0.0,0.0,85.0
2015,42105,0.0,19.0,7.0,0.0,26.0
2015,42107,7.0,26.0,2.0,0.0,35.0
2015,42109,0.0,23.0,5.0,0.0,28.0
2015,42111,7.0,15.0,4.0,0.0,26.0
2015,42113,0.0,12.0,0.0,0.0,12.0
2015,42115,23.0,70.0,0.0,0.0,93.0
2015,42117,7.0,30.0,3.0,0.0,40.0
2015,42119,14.0,21.0,0.0,0.0,35.0
2015,42121,32.0,55.0,0.0,0.0,87.0
2015,42123,0.0,19.0,8.0,0.0,27.0
2015,42125,11.0,63.0,4.0,0.0,78.0
2015,42127,19.0,78.0,0.0,0.0,97.0
2015,42129,76.0,277.0,0.0,0.0,353.0
2015,42131,17.0,47.0,0.0,0.0,64.0
2015,42133,93.0,313.0,0.0,0.0,406.0
2015,44001,21.0,33.0,0.0,0.0,54.0
2015,44003,32.0,92.0,0.0,0.0,124.0
2015,44005,40.0,58.0,0.0,0.0,98.0
2015,44007,99.0,261.0,1.0,0.0,361.0
2015,44009,58.0,206.0,0.0,0.0,264.0
2015,45051,0.0,5.0,0.0,0.0,5.0
2015,47037,0.0,5.0,1.0,0.0,6.0
2015,48029,0.0,0.0,6.0,0.0,6.0
2015,48113,0.0,0.0,7.0,0.0,7.0
2015,48201,0.0,6.0,5.0,0.0,11.0
2015,50001,6.0,37.0,0.0,0.0,43.0
2015,50003,34.0,110.0,0.0,0.0,144.0
2015,50005,0.0,0.0,5.0,0.0,5.0
2015,50007,14.0,58.0,0.0,0.0,72.0
2015,50011,0.0,9.0,4.0,0.0,13.0
2015,50013,0.0,9.0,0.0,0.0,9.0
2015,50015,0.0,0.0,6.0,0.0,6.0
2015,50017,5.0,21.0,0.0,0.0,26.0
2015,50021,22.0,118.0,0.0,0.0,140.0
2015,50023,0.0,17.0,3.0,0.0,20.0
2015,50025,19.0,88.0,0.0,0.0,107.0
2015,50027,30.0,91.0,0.0,0.0,121.0
2015,51001,0.0,0.0,6.0,0.0,6.0
2015,51003,10.0,24.0,3.0,0.0,37.0
2015,51009,0.0,6.0,3.0,0.0,9.0
2015,51013,5.0,18.0,1.0,0.0,24.0
2015,51015,12.0,31.0,0.0,0.0,43.0
2015,51019,0.0,6.0,4.0,0.0,10.0
2015,51023,0.0,0.0,5.0,0.0,5.0
2015,51031,0.0,0.0,5.0,0.0,5.0
2015,51033,0.0,0.0,7.0,0.0,7.0
2015,51035,7.0,25.0,3.0,0.0,35.0
2015,51041,0.0,16.0,2.0,0.0,18.0
2015,51043,0.0,7.0,2.0,0.0,9.0
2015,51047,0.0,6.0,4.0,0.0,10.0
2015,51059,51.0,140.0,0.0,0.0,191.0
2015,51061,7.0,20.0,2.0,0.0,29.0
2015,51063,11.0,38.0,4.0,0.0,53.0
2015,51069,10.0,24.0,3.0,0.0,37.0
2015,51071,0.0,6.0,6.0,0.0,12.0
2015,51077,0.0,5.0,8.0,0.0,13.0
2015,51079,0.0,6.0,5.0,0.0,11.0
2015,51087,0.0,8.0,2.0,0.0,10.0
2015,51099,0.0,0.0,5.0,0.0,5.0
2015,51107,66.0,128.0,0.0,0.0,194.0
2015,51109,0.0,7.0,1.0,0.0,8.0
2015,51113,0.0,0.0,5.0,0.0,5.0
2015,51121,27.0,65.0,0.0,0.0,92.0
2015,51125,0.0,0.0,5.0,0.0,5.0
2015,51137,0.0,0.0,5.0,0.0,5.0
2015,51139,0.0,15.0,3.0,0.0,18.0
2015,51147,0.0,0.0,5.0,0.0,5.0
2015,51153,20.0,42.0,0.0,0.0,62.0
2015,51155,0.0,54.0,7.0,0.0,61.0
2015,51157,0.0,8.0,1.0,0.0,9.0
2015,51161,0.0,9.0,5.0,0.0,14.0
2015,51163,0.0,10.0,2.0,0.0,12.0
2015,51165,12.0,20.0,1.0,0.0,33.0
2015,51171,5.0,11.0,1.0,0.0,17.0
2015,51177,0.0,16.0,5.0,0.0,21.0
2015,51179,0.0,16.0,4.0,0.0,20.0
2015,51187,0.0,15.0,6.0,0.0,21.0
2015,51197,5.0,21.0,2.0,0.0,28.0
2015,51510,0.0,11.0,2.0,0.0,13.0
2015,51540,6.0,7.0,5.0,0.0,18.0
2015,51630,0.0,0.0,5.0,0.0,5.0
2015,51640,0.0,0.0,6.0,0.0,6.0
2015,51660,0.0,6.0,0.0,0.0,6.0
2015,51680,7.0,11.0,3.0,0.0,21.0
2015,51750,0.0,5.0,8.0,0.0,13.0
2015,51770,0.0,0.0,8.0,0.0,8.0
2015,51790,0.0,14.0,4.0,0.0,18.0
2015,51810,0.0,8.0,4.0,0.0,12.0
2015,51820,0.0,0.0,5.0,0.0,5.0
2015,51840,0.0,8.0,2.0,0.0,10.0
2015,54003,14.0,17.0,0.0,0.0,31.0
2015,54027,0.0,15.0,5.0,0.0,20.0
2015,54029,0.0,7.0,5.0,0.0,12.0
2015,54037,0.0,13.0,5.0,0.0,18.0
2015,54039,0.0,8.0,1.0,0.0,9.0
2015,54057,0.0,0.0,8.0,0.0,8.0
2015,54061,0.0,0.0,5.0,0.0,5.0
2015,54065,0.0,20.0,4.0,0.0,24.0
2015,55001,0.0,22.0,4.0,0.0,26.0
2015,55003,0.0,17.0,2.0,0.0,19.0
2015,55005,19.0,53.0,0.0,0.0,72.0
2015,55007,0.0,15.0,4.0,0.0,19.0
2015,55009,13.0,31.0,0.0,0.0,44.0
2015,55011,0.0,14.0,2.0,0.0,16.0
2015,55013,0.0,12.0,2.0,0.0,14.0
2015,55017,6.0,35.0,3.0,0.0,44.0
2015,55019,0.0,12.0,3.0,0.0,15.0
2015,55021,9.0,43.0,4.0,0.0,56.0
2015,55023,0.0,5.0,10.0,0.0,15.0
2015,55025,31.0,76.0,0.0,0.0,107.0
2015,55027,0.0,0.0,11.0,0.0,11.0
2015,55031,0.0,28.0,7.0,0.0,35.0
2015,55033,18.0,33.0,0.0,0.0,51.0
2015,55035,15.0,28.0,0.0,0.0,43.0
2015,55039,0.0,10.0,4.0,0.0,14.0
2015,55041,0.0,10.0,1.0,0.0,11.0
2015,55043,0.0,14.0,4.0,0.0,18.0
2015,55045,0.0,8.0,1.0,0.0,9.0
2015,55047,0.0,0.0,9.0,0.0,9.0
2015,55049,0.0,7.0,4.0,0.0,11.0
2015,55053,0.0,10.0,3.0,0.0,13.0
2015,55055,0.0,9.0,1.0,0.0,10.0
2015,55057,6.0,27.0,4.0,0.0,37.0
2015,55059,0.0,0.0,5.0,0.0,5.0
2015,55063,17.0,35.0,0.0,0.0,52.0
2015,55067,0.0,13.0,1.0,0.0,14.0
2015,55069,13.0,22.0,0.0,0.0,35.0
2015,55073,15.0,57.0,0.0,0.0,72.0
2015,55075,0.0,20.0,4.0,0.0,24.0
2015,55077,0.0,18.0,4.0,0.0,22.0
2015,55078,0.0,0.0,5.0,0.0,5.0
2015,55079,9.0,12.0,2.0,0.0,23.0
2015,55081,0.0,18.0,6.0,0.0,24.0
2015,55083,0.0,17.0,4.0,0.0,21.0
2015,55085,12.0,35.0,0.0,0.0,47.0
2015,55087,0.0,14.0,5.0,0.0,19.0
2015,55089,0.0,0.0,5.0,0.0,5.0
2015,55091,0.0,0.0,5.0,0.0,5.0
2015,55093,8.0,22.0,3.0,0.0,33.0
2015,55095,0.0,32.0,8.0,0.0,40.0
2015,55097,18.0,52.0,0.0,0.0,70.0
2015,55099,0.0,28.0,1.0,0.0,29.0
2015,55101,0.0,8.0,2.0,0.0,10.0
2015,55103,16.0,36.0,0.0,0.0,52.0
2015,55105,0.0,6.0,1.0,0.0,7.0
2015,55107,0.0,11.0,6.0,0.0,17.0
2015,55109,20.0,46.0,0.0,0.0,66.0
2015,55111,17.0,50.0,0.0,0.0,67.0
2015,55113,0.0,17.0,3.0,0.0,20.0
2015,55115,0.0,20.0,4.0,0.0,24.0
2015,55119,0.0,10.0,2.0,0.0,12.0
2015,55121,0.0,7.0,3.0,0.0,10.0
2015,55123,20.0,32.0,0.0,0.0,52.0
2015,55125,0.0,14.0,1.0,0.0,15.0
2015,55127,0.0,15.0,6.0,0.0,21.0
2015,55129,6.0,47.0,4.0,0.0,57.0
2015,55133,10.0,31.0,3.0,0.0,44.0
2015,55135,9.0,30.0,1.0,0.0,40.0
2015,55137,0.0,20.0,4.0,0.0,24.0
2015,55139,0.0,8.0,2.0,0.0,10.0
2015,55141,0.0,41.0,7.0,0.0,48.0
2016,06001,0.0,7.0,5.0,0.0,12.0
2016,06013,0.0,5.0,3.0,0.0,8.0
2016,06073,0.0,0.0,7.0,0.0,7.0
2016,06081,0.0,5.0,0.0,0.0,5.0
2016,06083,0.0,0.0,5.0,0.0,5.0
2016,06085,0.0,14.0,2.0,0.0,16.0
2016,06097,0.0,13.0,1.0,0.0,14.0
2016,06111,0.0,0.0,6.0,0.0,6.0
2016,09001,99.0,211.0,0.0,0.0,310.0
2016,09003,67.0,162.0,0.0,0.0,229.0
2016,09005,38.0,88.0,1.0,0.0,127.0
2016,09007,35.0,123.0,0.0,0.0,158.0
2016,09009,92.0,257.0,2.0,0.0,351.0
2016,09011,38.0,212.0,0.0,0.0,250.0
2016,09013,46.0,109.0,0.0,0.0,155.0
2016,09015,42.0,106.0,0.0,0.0,148.0
2016,10001,22.0,52.0,0.0,0.0,74.0
2016,10003,60.0,207.0,2.0,0.0,269.0
2016,10005,15.0,89.0,0.0,0.0,104.0
2016,11001,15.0,20.0,0.0,0.0,35.0
2016,12009,0.0,8.0,0.0,0.0,8.0
2016,12011,0.0,14.0,3.0,0.0,17.0
2016,12015,0.0,0.0,6.0,0.0,6.0
2016,12021,0.0,6.0,3.0,0.0,9.0
2016,12031,0.0,5.0,3.0,0.0,8.0
2016,12057,0.0,6.0,1.0,0.0,7.0
2016,12061,0.0,0.0,7.0,0.0,7.0
2016,12071,0.0,18.0,2.0,0.0,20.0
2016,12081,0.0,0.0,7.0,0.0,7.0
2016,12083,0.0,10.0,1.0,0.0,11.0
2016,12085,0.0,0.0,6.0,0.0,6.0
2016,12086,0.0,0.0,6.0,0.0,6.0
2016,12101,0.0,0.0,5.0,0.0,5.0
2016,12103,0.0,8.0,6.0,0.0,14.0
2016,12105,0.0,0.0,11.0,0.0,11.0
2016,12115,0.0,0.0,10.0,0.0,10.0
2016,12127,0.0,0.0,7.0,0.0,7.0
2016,17015,0.0,0.0,5.0,0.0,5.0
2016,17019,0.0,0.0,5.0,0.0,5.0
2016,17031,23.0,44.0,0.0,0.0,67.0
2016,17043,13.0,21.0,0.0,0.0,34.0
2016,17085,0.0,0.0,6.0,0.0,6.0
2016,17089,0.0,0.0,7.0,0.0,7.0
2016,17097,5.0,16.0,1.0,0.0,22.0
2016,17111,5.0,15.0,4.0,0.0,24.0
2016,17143,0.0,0.0,5.0,0.0,5.0
2016,17197,7.0,0.0,9.0,0.0,16.0
2016,17201,0.0,0.0,5.0,0.0,5.0
2016,18039,0.0,0.0,8.0,0.0,8.0
2016,18089,0.0,0.0,9.0,0.0,9.0
2016,18091,0.0,0.0,7.0,0.0,7.0
2016,18097,0.0,8.0,1.0,0.0,9.0
2016,18099,0.0,0.0,10.0,0.0,10.0
2016,18127,0.0,14.0,4.0,0.0,18.0
2016,18141,0.0,11.0,10.0,0.0,21.0
2016,19005,0.0,5.0,1.0,0.0,6.0
2016,19031,0.0,0.0,5.0,0.0,5.0
2016,19043,0.0,5.0,7.0,0.0,12.0
2016,19055,0.0,0.0,5.0,0.0,5.0
2016,19061,0.0,14.0,8.0,0.0,22.0
2016,19097,0.0,0.0,6.0,0.0,6.0
2016,19103,8.0,26.0,4.0,0.0,38.0
2016,19113,12.0,28.0,2.0,0.0,42.0
2016,19139,0.0,0.0,7.0,0.0,7.0
2016,19153,0.0,7.0,7.0,0.0,14.0
2016,19163,0.0,0.0,8.0,0.0,8.0
2016,19169,0.0,0.0,5.0,0.0,5.0
2016,19183,0.0,0.0,5.0,0.0,5.0
2016,19191,0.0,0.0,7.0,0.0,7.0
2016,21111,0.0,0.0,5.0,0.0,5.0
2016,23001,26.0,66.0,0.0,0.0,92.0
2016,23005,60.0,250.0,0.0,0.0,310.0
2016,23009,25.0,125.0,0.0,0.0,150.0
2016,23011,39.0,165.0,0.0,0.0,204.0
2016,23013,22.0,80.0,0.0,0.0,102.0
2016,23015,18.0,80.0,0.0,0.0,98.0
2016,23017,11.0,32.0,0.0,0.0,43.0
2016,23019,16.0,74.0,0.0,0.0,90.0
2016,23023,17.0,74.0,0.0,0.0,91.0
2016,23025,0.0,18.0,3.0,0.0,21.0
2016,23027,11.0,56.0,4.0,0.0,71.0
2016,23029,0.0,16.0,4.0,0.0,20.0
2016,23031,58.0,130.0,0.0,0.0,188.0
2016,24001,14.0,72.0,0.0,0.0,86.0
2016,24003,55.0,121.0,0.0,0.0,176.0
2016,24005,61.0,129.0,0.0,0.0,190.0
2016,24009,7.0,61.0,2.0,0.0,70.0
2016,24011,0.0,11.0,2.0,0.0,13.0
2016,24013,37.0,142.0,0.0,0.0,179.0
2016,24015,16.0,52.0,0.0,0.0,68.0
2016,24017,0.0,14.0,5.0,0.0,19.0
2016,24021,38.0,96.0,0.0,0.0,134.0
2016,24023,0.0,9.0,1.0,0.0,10.0
2016,24025,37.0,127.0,1.0,0.0,165.0
2016,24027,43.0,90.0,0.0,0.0,133.0
2016,24029,0.0,14.0,1.0,0.0,15.0
2016,24031,91.0,217.0,0.0,0.0,308.0
2016,24033,17.0,41.0,0.0,0.0,58.0
2016,24035,0.0,39.0,7.0,0.0,46.0
2016,24037,8.0,45.0,1.0,0.0,54.0
2016,24039,0.0,5.0,0.0,0.0,5.0
2016,24041,0.0,15.0,1.0,0.0,16.0
2016,24043,11.0,58.0,1.0,0.0,70.0
2016,24045,0.0,8.0,2.0,0.0,10.0
2016,24510,14.0,25.0,0.0,0.0,39.0
2016,25005,5.0,0.0,6.0,0.0,11.0
2016,25017,18.0,6.0,5.0,0.0,29.0
2016,25019,0.0,6.0,0.0,0.0,6.0
2016,25021,5.0,0.0,7.0,0.0,12.0
2016,25023,26.0,0.0,1.0,0.0,27.0
2016,25025,23.0,57.0,0.0,0.0,80.0
2016,25027,0.0,0.0,8.0,0.0,8.0
2016,26005,0.0,8.0,2.0,0.0,10.0
2016,26021,5.0,16.0,2.0,0.0,23.0
2016,26043,0.0,20.0,7.0,0.0,27.0
2016,26053,0.0,0.0,6.0,0.0,6.0
2016,26077,0.0,14.0,1.0,0.0,15.0
2016,26081,0.0,0.0,8.0,0.0,8.0
2016,26101,0.0,0.0,5.0,0.0,5.0
2016,26103,0.0,0.0,5.0,0.0,5.0
2016,26109,0.0,0.0,5.0,0.0,5.0
2016,26121,0.0,0.0,6.0,0.0,6.0
2016,26125,0.0,8.0,2.0,0.0,10.0
2016,26139,5.0,0.0,6.0,0.0,11.0
2016,26161,0.0,12.0,5.0,0.0,17.0
2016,27001,0.0,21.0,2.0,0.0,23.0
2016,27003,37.0,100.0,0.0,0.0,137.0
2016,27005,7.0,29.0,2.0,0.0,38.0
2016,27007,7.0,30.0,3.0,0.0,40.0
2016,27009,0.0,6.0,2.0,0.0,8.0
2016,27017,7.0,37.0,3.0,0.0,47.0
2016,27019,5.0,10.0,4.0,0.0,19.0
2016,27021,7.0,72.0,3.0,0.0,82.0
2016,27025,8.0,25.0,2.0,0.0,35.0
2016,27027,0.0,0.0,5.0,0.0,5.0
2016,27029,0.0,8.0,8.0,0.0,16.0
2016,27035,36.0,117.0,0.0,0.0,153.0
2016,27037,23.0,80.0,0.0,0.0,103.0
2016,27041,5.0,0.0,6.0,0.0,11.0
2016,27045,0.0,6.0,6.0,0.0,12.0
2016,27049,7.0,20.0,3.0,0.0,30.0
2016,27053,48.0,204.0,0.0,0.0,252.0
2016,27055,0.0,21.0,4.0,0.0,25.0
2016,27057,17.0,30.0,0.0,0.0,47.0
2016,27059,5.0,22.0,2.0,0.0,29.0
2016,27061,14.0,47.0,4.0,0.0,65.0
2016,27065,0.0,12.0,5.0,0.0,17.0
2016,27067,0.0,12.0,4.0,0.0,16.0
2016,27075,0.0,0.0,5.0,0.0,5.0
2016,27079,0.0,0.0,5.0,0.0,5.0
2016,27093,0.0,0.0,6.0,0.0,6.0
2016,27095,0.0,8.0,6.0,0.0,14.0
2016,27097,5.0,20.0,3.0,0.0,28.0
2016,27109,5.0,14.0,3.0,0.0,22.0
2016,27111,5.0,22.0,0.0,0.0,27.0
2016,27113,0.0,0.0,5.0,0.0,5.0
2016,27115,12.0,42.0,0.0,0.0,54.0
2016,27123,27.0,118.0,0.0,0.0,145.0
2016,27131,0.0,0.0,7.0,0.0,7.0
2016,27135,0.0,0.0,6.0,0.0,6.0
2016,27137,25.0,90.0,0.0,0.0,115.0
2016,27139,11.0,21.0,0.0,0.0,32.0
2016,27141,20.0,59.0,0.0,0.0,79.0
2016,27143,0.0,0.0,5.0,0.0,5.0
2016,27145,9.0,21.0,4.0,0.0,34.0
2016,27147,0.0,0.0,7.0,0.0,7.0
2016,27153,0.0,11.0,7.0,0.0,18.0
2016,27157,0.0,5.0,3.0,0.0,8.0
2016,27159,0.0,5.0,7.0,0.0,12.0
2016,27163,34.0,110.0,0.0,0.0,144.0
2016,27169,5.0,32.0,3.0,0.0,40.0
2016,27171,9.0,27.0,3.0,0.0,39.0
2016,32003,0.0,11.0,1.0,0.0,12.0
2016,33001,6.0,26.0,4.0,0.0,36.0
2016,33003,0.0,30.0,5.0,0.0,35.0
2016,33005,5.0,26.0,2.0,0.0,33.0
2016,33007,0.0,7.0,0.0,0.0,7.0
2016,33009,0.0,37.0,4.0,0.0,41.0
2016,33011,53.0,162.0,0.0,0.0,215.0
2016,33013,22.0,95.0,0.0,0.0,117.0
2016,33015,73.0,184.0,0.0,0.0,257.0
2016,33017,15.0,85.0,0.0,0.0,100.0
2016,33019,0.0,5.0,5.0,0.0,10.0
2016,34001,15.0,76.0,2.0,0.0,93.0
2016,34003,78.0,158.0,0.0,43.0,279.0
2016,34005,61.0,167.0,0.0,52.0,280.0
2016,34007,19.0,81.0,0.0,23.0,123.0
2016,34009,0.0,14.0,5.0,0.0,19.0
2016,34011,13.0,82.0,3.0,0.0,98.0
2016,34013,43.0,89.0,0.0,26.0,158.0
2016,34015,0.0,56.0,5.0,58.0,119.0
2016,34017,0.0,41.0,9.0,0.0,50.0
2016,34019,47.0,122.0,0.0,41.0,210.0
2016,34021,67.0,177.0,0.0,18.0,262.0
2016,34023,67.0,180.0,0.0,56.0,303.0
2016,34025,124.0,336.0,0.0,32.0,492.0
2016,34027,112.0,351.0,0.0,76.0,539.0
2016,34029,63.0,192.0,0.0,19.0,274.0
2016,34031,40.0,124.0,0.0,40.0,204.0
2016,34033,10.0,20.0,2.0,0.0,32.0
2016,34035,42.0,140.0,0.0,34.0,216.0
2016,34037,28.0,121.0,0.0,111.0,260.0
2016,34039,25.0,52.0,0.0,18.0,95.0
2016,34041,45.0,170.0,0.0,28.0,243.0
2016,36001,8.0,43.0,2.0,0.0,53.0
2016,36005,6.0,42.0,3.0,0.0,51.0
2016,36007,17.0,46.0,0.0,0.0,63.0
2016,36009,0.0,11.0,1.0,0.0,12.0
2016,36011,0.0,0.0,7.0,0.0,7.0
2016,36015,24.0,70.0,0.0,0.0,94.0
2016,36017,15.0,29.0,0.0,0.0,44.0
2016,36019,0.0,26.0,4.0,0.0,30.0
